"Provider Number","Network","Facility Name ","Address Line 1","Address Line 2","City","State ","Zip","County","Phone Number","Profit or Non-Profit","Chain Owned","Chain Organization ","ICH-CAHPS date","ICH-CAHPS data availability code","Lower box percent of patients-nephrologists’ communication and caring","Middle box percent of patients-nephrologists’ communication and caring","Top box percent of patients-nephrologists’ communication and caring","Lower box percent of patients-quality of dialysis center care and operations","Middle box percent of patients-quality of dialysis center care and operations","Top box percent of patients-quality of dialysis center care and operations","Lower box percent of patients-providing information to patients ","Top box percent of patients- providing information to patients","Lower box percent of patients-rating of the nephrologist ","Middle box percent of patients- rating of the nephrologist","Top box percent of patients- rating of the nephrologist","Lower box percent of patients-rating of the dialysis center staff ","Middle box percent of patients-rating of the dialysis center staff","Top box percent of patients-rating of the dialysis center staff ","Lower box percent of patients-rating of the dialysis facility","Middle box percent of patients-rating of the dialysis facility ","Top box percent of patients-rating of the dialysis facility","Total number of completed interviews from the Fall and Spring Surveys"
"012588","08","SYLACAUGA DIALYSIS","331 JAMES PAYTON BLVD","","SYLACAUGA","AL","35150","TALLADEGA","2562494994","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012589","08","BIRMINGHAM NORTH DIALYSIS","1917 32ND AVENUE NORTH","","BIRMINGHAM","AL","35207","JEFFERSON","2052979052","1","Y","DAVITA","22Apr2016-13Jan2017","001","22","9","69","25","14","61","18","82","11","20","69","13","32","55","16","34","50","63"
"012590","08","DCI MOULTON","1962 MAIN STREET","","MOULTON","AL","35650","LAWRENCE","2569741400","2","Y","DIALYSIS CLINIC, INC.","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012591","08","FMC SHELBY","1022 FIRST STREET NORTH","SUITE 101","ALABASTER","AL","35007","SHELBY","2056206867","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012592","08","BIRMINGHAM CENTRAL DIALYSIS","728 RICHARD ARRINGTON BLVD S","","BIRMINGHAM","AL","35233","JEFFERSON","2052506760","1","Y","DAVITA","22Apr2016-13Jan2017","001","17","14","69","28","15","57","23","77","15","23","62","13","34","53","17","24","59","34"
"012593","08","FMC ODYSSEY DIALYSIS","40 HUGHES ROAD","","MADISON","AL","35758","MADISON","2567724435","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012594","08","BOAZ DIALYSIS","16 CENTRAL HENDERSON ROAD","","BOAZ","AL","35957","MARSHALL","2568405931","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"032604","15","032604 SOUTHWEST KIDNEY DIALYSIS - ARROWHEAD LAKES (DVA)","20325 N 51ST AVE STE 186 BLDG 11","","GLENDALE","AZ","85308","MARICOPA","6235336521","1","Y","DAVITA","22Apr2016-13Jan2017","001","31","14","55","27","19","54","18","82","29","27","44","25","15","60","26","16","58","45"
"032605","15","032605 SOUTHWEST KIDNEY DIALYSIS - GILBERT (DVA)","5222 E BASELINE RD STE 104","","GILBERT","AZ","85234","MARICOPA","4808326996","1","Y","DAVITA","22Apr2016-13Jan2017","001","14","22","64","13","24","63","21","79","12","29","59","8","16","76","6","11","83","41"
"032607","15","032607 AVONDALE DIALYSIS (FMC)","10750 W MCDOWELL RD STE E500","","AVONDALE","AZ","85323","MARICOPA","6236439334","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","14","14","72","20","19","61","13","87","14","27","59","11","20","69","11","15","74","58"
"032608","15","032608 AVONDALE DIALYSIS (DSI)","13055 W MCDOWELL RD STE F101","","AVONDALE","AZ","85392","MARICOPA","6239355460","1","N","INDEPENDENT","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"032609","15","032609 SOUTHWEST KIDNEY DIALYSIS - TEMPE (DVA)","2149 E WARNER RD STE 109 & STE 110","","TEMPE","AZ","85284","MARICOPA","4807303531","1","Y","DAVITA","22Apr2016-13Jan2017","001","11","17","72","16","22","62","16","84","9","26","65","5","34","61","5","29","66","57"
"032610","15","032610 SOUTHEAST VALLEY DIALYSIS (FMC)","22715 S ELLSWORTH RD STE D","","QUEEN CREEK","AZ","85142","MARICOPA","4806772463","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","28","16","56","20","15","65","24","76","29","32","39","13","21","66","14","7","79","36"
"032611","15","032611 SOUTHWEST KIDNEY DIALYSIS - PHOENIX (DVA)","337 E CORONADO RD STE 101","","PHOENIX","AZ","85004","MARICOPA","6022539006","1","Y","DAVITA","22Apr2016-13Jan2017","001","15","15","70","16","18","66","18","82","7","33","60","9","31","60","9","19","72","54"
"032612","15","032612 SOUTHWEST KIDNEY DIALYSIS - ESTRELLA (DVA)","8410 W THOMAS RD STE 100 BLDG 1","","PHOENIX","AZ","85037","MARICOPA","6232470808","1","Y","DAVITA","22Apr2016-13Jan2017","001","23","16","61","21","20","59","20","80","16","37","47","9","37","54","7","21","72","71"
"032613","15","032613 NORTHWEST TUCSON DIALYSIS (FMC)","6261 N LA CHOLLA BLVD STE 181","","TUCSON","AZ","85741","PIMA","5202971490","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","13","19","68","17","20","63","17","83","11","19","70","3","24","73","4","15","81","58"
"032614","15","032614 DOUGLAS DIALYSIS CENTER (DCI)","99 E 16TH ST","","DOUGLAS","AZ","85607","COCHISE","5203642204","2","Y","DIALYSIS CLINIC, INC.","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"032615","15","032615 RIM COUNTRY DIALYSIS (DVA)","809 W LONGHORN RD STE E","","PAYSON","AZ","85541","GILA","9284747000","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012547","08","FMC EASTERN SHORE","124 PROFESSIONAL PARK DR","","FAIRHOPE","AL","36532","BALDWIN","2519287835","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","16","12","72","25","15","60","15","85","11","19","70","17","19","64","16","13","71","34"
"012548","08","FAYETTE DIALYSIS","2450 TEMPLE AVE N","","FAYETTE","AL","35555","FAYETTE","2059328500","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012549","08","BIO-MEDICAL APPLICATIONS OF ALABAMA INC.","1205 BELLEVILLE AVE.","","BREWTON","AL","36426","ESCAMBIA","2518673650","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012550","08","GREENE COUNTY DIALYSIS","544 HIGHWAY 43","","EUTAW","AL","35462","GREENE","2053724000","1","Y","DAVITA","22Apr2016-13Jan2017","001","28","9","63","19","15","66","22","78","13","31","56","11","21","68","9","17","74","31"
"012551","08","SHEFFIELD DIALYSIS","1120 S JACKSON HWY STE 107","","SHEFFIELD","AL","35660","COLBERT","2563818004","1","Y","DAVITA","22Apr2016-13Jan2017","001","22","17","61","21","15","64","15","85","14","24","62","10","13","77","11","16","73","51"
"012552","08","BIO-MEDICAL APPLICATIONS OF ALABAMA INC","65 NORTH CATHERINE STREET","","MOBILE","AL","36604","MOBILE","2514410868","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","18","17","65","16","19","65","14","86","10","39","51","7","25","68","8","2","90","37"
"012553","08","PCD ELMORE COUNTY","125 HOSPITAL DRIVE","","WETUMPKA","AL","36092","ELMORE","3345142037","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012556","08","NNA OF ALABAMA, INC","7067 VETERANS PKWY SUITE 120","","PELL CITY","AL","35125","SAINT CLAIR","2053384515","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012557","08","PCD EAST MONTGOMERY","6890 WINTON BLOUNT BLVD","","MONTGOMERY","AL","36117","MONTGOMERY","3342600671","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012558","08","DCI DECATUR","1601 6TH AVENUE SOUTH EAST","","DECATUR","AL","35601","MORGAN","2563508882","2","Y","DIALYSIS CLINIC, INC.","22Apr2016-13Jan2017","001","10","15","75","17","20","63","13","87","7","22","71","12","28","60","11","20","69","80"
"012559","08","FMC UNIVERSITY SOUTH ALABAMA","700 CLINIC DRIVE","","MOBILE","AL","36688","MOBILE","2514606797","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","15","11","74","20","15","65","19","81","9","28","63","9","22","69","18","20","62","37"
"012560","08","FMC HAMILTON","1256 MILITARY STREET SOUTH","","HAMILTON","AL","35570","MARION","2059216231","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012561","08","FMC LAKEVIEW","45 MEDICAL PARK DR., STE A","","GUNTERSVILLE","AL","35976","MARSHALL","2567530112","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","26","24","50","20","26","54","19","81","20","32","48","10","29","61","16","32","52","45"
"012562","08","DCI PELL CITY","62 COGSWELL DRIVE","","PELL CITY","AL","35125","SAINT CLAIR","2058844240","2","Y","DIALYSIS CLINIC, INC.","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012563","08","DCI CULLMAN","1734 EVA ROAD NE","","CULLMAN","AL","35055","CULLMAN","2567343055","2","Y","DIALYSIS CLINIC, INC.","22Apr2016-13Jan2017","001","4","11","85","4","15","81","11","89","2","23","75","3","15","82","3","10","87","55"
"012565","08","SOUTH BALDWIN DIALYSIS CENTER","150 W PEACHTREE AVE","","FOLEY","AL","36535","BALDWIN","2519434155","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012566","08","FMC SYLACAUGA","314 WEST SPRING STREET","","SYLACAUGA","AL","35150","TALLADEGA","2562499660","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012568","08","FMC PARKWAY","1311 N MEMORIAL PKWY STE 100","","HUNTSVILLE","AL","35801","MADISON","2565365563","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012570","08","NORTHPORT DIALYSIS","2401 HOSPITAL DRIVE","","NORTHPORT","AL","35476","TUSCALOOSA","2053398882","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012571","08","DCI GEORGIANA","P O BOX 618","","GEORGIANA","AL","36033","BUTLER","3343760277","2","Y","DIALYSIS CLINIC, INC.","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012572","08","FMC CAMELLIA","350 PAUL STABLER DRIVE","","GREENVILLE","AL","36037","BUTLER","3343830006","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","13","15","72","17","24","59","20","80","6","19","75","14","32","54","10","14","76","40"
"012573","08","DCI BIRMINGHAM","8713 PARKWAY EAST","","BIRMINGHAM","AL","35206","JEFFERSON","2058385400","2","Y","DIALYSIS CLINIC, INC.","22Apr2016-13Jan2017","001","5","7","88","10","14","76","23","77","2","16","82","0","22","78","0","16","84","34"
"012574","08","FMC CHAMBERS","802 HOSPITAL STREET","","LAFAYETTE","AL","36862","CHAMBERS","3348649914","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012575","08","RCG WALKER","3510 3RD STREET NE","","JASPER","AL","35504","WALKER","2052218775","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012621","08","RAI-SNOW ST-OXFORD","711 SNOW STREET","","OXFORD","AL","36203","CALHOUN","2568355914","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","23","17","60","33","20","47","34","66","20","24","56","35","34","31","33","28","39","37"
"012614","08","FMC VALLEY CREEK","201 LINCOLN LANE","","SELMA","AL","36701","DALLAS","3348755436","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","36","14","50","29","17","54","16","84","25","27","48","25","19","56","20","16","64","37"
"012615","08","FMC AUBURN","211 E UNIVERSITY DR","","AUBURN","AL","36832","LEE","3345018890","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","16","16","68","28","20","52","22","78","13","28","59","21","30","49","22","27","51","52"
"012616","08","LANDMARK DIALYSIS","717 STONE AVE","","TALLADEGA","AL","35160","TALLADEGA","2563624449","2","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","16","20","64","17","23","60","12","88","10","32","58","4","10","86","0","12","88","32"
"012617","08","FMC ALEXANDER CITY","3368 HWY 280 BYPASS","SUITE G-1","ALEXANDER CITY","AL","35010","TALLAPOOSA","2563290638","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","22","18","60","20","19","61","23","77","22","31","47","13","36","51","24","35","41","33"
"012622","08","DAVITA TALLADEGA","726 E BATTLE STREET","SUITE A","TALLADEGA","AL","35160","TALLADEGA","2563622332","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012623","08","DAVITA CENTER POINT DIALYSIS","2337 1ST ST NE","","CENTER POINT","AL","35215","JEFFERSON","2055201108","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012500","08","FMC CAPITOL CITY","255 S JACKSON STREET","","MONTGOMERY","AL","36104","MONTGOMERY","3342631028","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","13","17","70","24","19","57","27","73","6","28","66","17","27","56","16","27","57","48"
"012501","08","GADSDEN DIALYSIS","409 SOUTH FIRST STREET","","GADSDEN","AL","35901","ETOWAH","2565472457","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012502","08","TUSCALOOSA UNIVERSITY DIALYSIS","220 15TH STREET","","TUSCALOOSA","AL","35401","TUSCALOOSA","2053456004","1","Y","DAVITA","22Apr2016-13Jan2017","001","19","16","65","26","18","56","20","80","11","29","60","12","41","47","16","20","64","47"
"012505","08","PCD MONTGOMERY","1001 FOREST AVENUE","","MONTGOMERY","AL","36106","MONTGOMERY","3342699416","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012506","08","DOTHAN DIALYSIS","216 GRACELAND DR.","","DOTHAN","AL","36305","HOUSTON","3347934077","1","Y","DAVITA","22Apr2016-13Jan2017","001","14","15","71","16","22","62","18","82","13","12","75","18","15","67","22","12","66","31"
"012507","08","FMC MOBILE","2620 OLD SHELL RD","","MOBILE","AL","36607","MOBILE","2514762762","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","22","14","64","26","19","55","24","76","23","24","53","20","26","54","25","19","56","63"
"012508","08","BIRMINGHAM EAST DIALYSIS","1105 EAST PARK DRIVE","","BIRMINGHAM","AL","35235","JEFFERSON","2058336003","1","Y","DAVITA","22Apr2016-13Jan2017","001","26","12","62","32","17","51","26","74","15","29","56","21","40","39","22","35","43","34"
"012509","08","FMC NORTH ALABAMA","1311 N MEMORIAL PKWY #200","","HUNTSVILLE","AL","35801","MADISON","2565368571","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012512","08","FMC SELMA","905 MEDICAL CENTER PARKWAY","","SELMA","AL","36701","DALLAS","3348749021","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012513","08","FMC LANGDALE","8 MEDICAL PARK","","VALLEY","AL","36854","CHAMBERS","3347564192","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","26","13","61","23","23","54","22","78","19","28","53","7","46","47","15","36","49","39"
"012515","08","FMC OPELIKA","2609 VILLAGE PROFESSIONAL DR","STE 2","OPELIKA","AL","36801","LEE","3347495085","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","19","12","69","30","18","52","23","77","8","29","63","17","29","54","11","25","64","63"
"012516","08","DSI SOUTH DIALYSIS","3201 3RD AVE SOUTH","","BIRMINGHAM","AL","35222","JEFFERSON","2055025300","1","Y","DIVERSIFIED SPECIALTY INSTITUTES (DSI)","22Apr2016-13Jan2017","001","14","18","68","11","18","71","21","79","13","29","58","3","34","63","4","32","64","33"
"012517","08","DVA HEALTHCARE RENAL CARE INC","15953 ATHENS LIMESTONE DRIVE","","ATHENS","AL","35613","LIMESTONE","2562334730","1","Y","DAVITA","22Apr2016-13Jan2017","001","28","12","60","24","20","56","18","82","30","11","59","13","26","61","14","18","68","46"
"012519","08","FMC SCOTTSBORO","20998 JOHN T. REID HWY","","SCOTTSBORO","AL","35768","JACKSON","2562594777","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","11","10","79","15","19","66","20","80","6","10","84","12","16","72","13","7","80","39"
"012624","08","FMC MIDFIELD DIALYSIS","613 BESSEMER SUPER HIGHWAY","","BIRMINGHAM","AL","35228","JEFFERSON","2054810019","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","8","6","86","16","14","70","17","83","3","27","70","5","45","50","4","35","61","32"
"012625","08","RAI JACKSONVILLE","331 HENRY RD, S.W.","","JACKSONVILLE","AL","36265","CALHOUN","2564353161","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012626","08","FMC NORTHWEST ALABAMA KIDNEY CENTER","638 TAHOE ROAD","","WINFIELD","AL","35594","MARION","2054872800","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012627","08","HOME DIALYSIS OPTIONS OF BALDWIN COUNTY","27880 N. MAIN ST, SUITE A","","DAPHNE","AL","36526","BALDWIN","2516261086","1","Y","DAVITA","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"012628","08","OPELIKA DIALYSIS CENTER","2340 PEPPERELL PKWY","","OPELIKA","AL","36801","LEE","3347456883","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012629","08","DAVITA RENAISSANCE","1840 DARBY DRIVE","","FLORENCE","AL","35630","LAUDERDALE","2567642313","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012630","08","DAVITA WIREGRASS KIDNEY CENTER","1450 ROSS CLARK CIRCLE","SUITE 200","DOTHAN","AL","36301","HOUSTON","3347928907","1","Y","DAVITA","22Apr2016-13Jan2017","001","26","14","60","27","14","59","20","80","12","25","63","12","32","56","5","25","70","44"
"012631","08","GULF SHORES DIALYSIS CENTER","3947 GULF SHORES PARKWAY","","GULF SHORES","AL","36542","BALDWIN","2519672205","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012632","08","MUSCLE SHOALS DIALYSIS","712 STATE STREET","","MUSCLE SHOALS","AL","35661","COLBERT","2563867028","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012633","08","FMC PRATTVILLE","692 COVERED BRIDGE PARKWAY","","PRATTVILLE","AL","36066","AUTAUGA","3343587414","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","26","8","66","30","16","54","35","65","22","20","58","16","37","47","14","25","61","30"
"012634","08","FMC FOLEY","230 EAST FERN AVENUE","","FOLEY","AL","36535","BALDWIN","2519431500","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","16","12","72","21","19","60","15","85","15","31","54","14","28","58","12","24","64","42"
"012636","08","FMC JAGUAR","575 STANTON ROAD","UNIT B","MOBILE","AL","36617","MOBILE","2514760502","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","15","12","73","24","16","60","25","75","11","32","57","5","45","50","6","34","60","53"
"012637","08","DCI HIGHLAND PARK","1912 CHERRY STREET","","MONTGOMERY","AL","36107","MONTGOMERY","3342641060","2","Y","DIALYSIS CLINIC, INC.","22Apr2016-13Jan2017","001","21","20","59","20","25","55","21","79","15","21","64","19","40","41","14","36","50","41"
"012638","08","FMC HOOVER","2104 LORNA RIDGE LANE","","HOOVER","AL","35216","JEFFERSON","2059793708","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012595","08","RCG FORT PAYNE","2202 JORDAN ROAD SW","SUITE 100","FORT PAYNE","AL","35968","DE KALB","2568459979","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"012596","08","FKC MONTGOMERY","1400 NARROW LANE PKWY","","MONTGOMERY","AL","36111","MONTGOMERY","3342864011","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","27","16","57","36","20","44","27","73","20","20","60","27","42","31","27","38","35","58"
"012597","08","FMC BAY MINETTE","2505 HAND AVENUE","","BAY MINETTE","AL","36507","BALDWIN","2515804448","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
